Bean_Origin,Roast_Level,Flavor_Profile,Customer_Rating,Actual_Price_INR,Competitor_Price_INR,Bean_Cost_INR,Sale_Date
Guatemala,Dark,Caramel,0.47739066598723034,382.9,358.87,135,2025-05-26
Colombia,Dark,Caramel,0.3072585683438848,232.7,223.28,130,2025-05-07
Colombia,Light,Floral,0.817654861273923,215.79,206.01,130,2024-11-05
Ethiopia,Light,Nutty,-1.0537982128028849,425.7,383.69,140,2024-12-21
Colombia,Medium,Fruity,-1.0537982128028849,201.41,210.15,130,2024-08-22
Ethiopia,Dark,Nutty,-1.564194505732923,221.07,224.99,140,2024-12-30
Kenya,Dark,Floral,-0.8836661151595385,419.8,444.43,150,2024-10-02
Kenya,Medium,Fruity,-1.564194505732923,320.1,350.83,150,2025-06-13
Guatemala,Dark,Fruity,-1.564194505732923,244.93,240.36,135,2024-10-06
Ethiopia,Dark,Floral,1.6683153494906537,298.81,297.39,140,2024-09-24
Colombia,Light,Floral,-1.0537982128028849,356.09,373.12,130,2025-05-25
Kenya,Light,Floral,-0.7135340175161922,390.85,388.41,150,2025-05-27
Kenya,Light,Nutty,0.9877869589172685,285.94,266.03,150,2025-03-25
Colombia,Dark,Fruity,1.4981832518473082,230.93,234.96,130,2025-02-18
Ethiopia,Medium,Nutty,1.4981832518473082,307.9,297.28,140,2025-04-08
Kenya,Medium,Floral,0.6475227636305774,372.15,402.2,150,2025-06-01
Brazil,Medium,Chocolatey,0.13712647070053777,364.8,396.34,120,2024-12-31
Ethiopia,Light,Chocolatey,-0.7135340175161922,421.06,450.24,140,2025-02-15
Guatemala,Dark,Chocolatey,0.3072585683438848,208.49,202.63,135,2025-04-28
Guatemala,Medium,Floral,-0.7135340175161922,401.48,398.26,135,2024-09-24
Guatemala,Dark,Caramel,0.9877869589172685,353.97,332.68,135,2024-08-22
Ethiopia,Light,Fruity,0.6475227636305774,429.7,437.21,140,2024-10-30
Brazil,Dark,Floral,-0.2031377245861541,305.62,311.94,120,2025-01-12
Kenya,Light,Caramel,0.817654861273923,329.81,318.41,150,2025-06-18
Colombia,Light,Floral,0.3072585683438848,426.34,434.45,130,2025-04-10
Ethiopia,Dark,Chocolatey,-1.0537982128028849,320.9,297.93,140,2024-12-14
Colombia,Light,Nutty,-0.033005626942807786,390.1,363.16,130,2024-08-15
Ethiopia,Dark,Caramel,1.6683153494906537,274.19,278.39,140,2025-06-19
Kenya,Medium,Nutty,1.1579190565606154,351.78,327.48,150,2024-09-11
Guatemala,Light,Floral,0.6475227636305774,304.19,330.99,135,2024-09-23
Guatemala,Medium,Fruity,-0.3732698222295004,212.9,231.65,135,2025-06-03
Colombia,Medium,Nutty,1.328051154203961,281.02,296.17,130,2025-06-24
Guatemala,Dark,Chocolatey,0.9877869589172685,493.66,512.68,135,2024-11-08
Colombia,Dark,Floral,0.47739066598723034,244.89,248.75,130,2025-02-25
Kenya,Medium,Nutty,0.817654861273923,243.1,223.02,150,2025-05-19
Colombia,Medium,Nutty,0.817654861273923,388.17,389.66,130,2024-07-16
Kenya,Medium,Chocolatey,0.817654861273923,267.76,244.86,150,2025-06-03
Brazil,Medium,Caramel,-0.2031377245861541,434.82,426.26,120,2024-08-29
Guatemala,Dark,Fruity,0.3072585683438848,273.98,266.89,135,2025-05-08
Kenya,Medium,Fruity,0.9877869589172685,279.15,254.41,150,2024-10-19
Kenya,Dark,Fruity,-1.3940624080895767,211.0,193.02,150,2025-02-25
Guatemala,Medium,Chocolatey,-1.2239303104462311,422.02,415.71,135,2025-06-07
Guatemala,Light,Caramel,0.9877869589172685,261.14,245.46,135,2024-10-13
Brazil,Medium,Chocolatey,-1.0537982128028849,457.08,455.95,120,2024-12-13
Ethiopia,Medium,Chocolatey,-0.033005626942807786,439.6,401.35,140,2024-09-13
Brazil,Light,Fruity,1.1579190565606154,327.54,355.3,120,2025-04-27
Brazil,Medium,Fruity,1.328051154203961,498.18,466.28,120,2025-03-09
Ethiopia,Light,Caramel,1.328051154203961,450.31,442.81,140,2024-07-07
Ethiopia,Medium,Fruity,1.6683153494906537,366.75,334.55,140,2025-04-29
Kenya,Medium,Chocolatey,0.817654861273923,386.33,419.3,150,2025-06-11
Guatemala,Light,Floral,0.9877869589172685,307.41,324.89,135,2025-04-28
Kenya,Dark,Nutty,1.4981832518473082,231.73,224.81,150,2025-03-16
Kenya,Medium,Fruity,-1.3940624080895767,223.8,232.01,150,2024-09-11
Colombia,Medium,Chocolatey,0.6475227636305774,297.6,269.08,130,2024-11-28
Colombia,Dark,Caramel,-0.8836661151595385,445.39,444.48,130,2024-08-28
Ethiopia,Dark,Floral,0.13712647070053777,467.62,505.48,140,2024-07-15
Kenya,Dark,Chocolatey,0.6475227636305774,319.86,307.07,150,2024-12-16
Colombia,Medium,Nutty,-0.033005626942807786,231.68,248.45,130,2024-08-08
Colombia,Light,Nutty,0.47739066598723034,233.83,216.78,130,2024-08-12
Guatemala,Medium,Fruity,-0.5434019198728459,240.86,221.95,135,2024-12-31
Colombia,Dark,Floral,1.328051154203961,433.29,422.29,130,2024-12-27
Kenya,Dark,Fruity,0.3072585683438848,326.04,356.8,150,2024-11-07
Colombia,Medium,Nutty,-0.7135340175161922,478.22,508.89,130,2024-08-02
Ethiopia,Dark,Floral,0.13712647070053777,456.08,453.47,140,2024-11-01
Kenya,Dark,Caramel,-0.8836661151595385,257.06,265.93,150,2025-04-26
Kenya,Light,Fruity,1.1579190565606154,422.97,450.06,150,2024-07-20
Ethiopia,Medium,Fruity,-0.2031377245861541,325.81,320.16,140,2024-12-17
Ethiopia,Medium,Fruity,1.328051154203961,255.27,278.62,140,2024-11-07
Brazil,Dark,Nutty,-1.564194505732923,338.9,348.74,120,2025-03-10
Colombia,Medium,Nutty,0.6475227636305774,317.47,338.99,130,2025-06-21
Kenya,Dark,Floral,1.1579190565606154,490.7,491.95,150,2025-01-05
Ethiopia,Medium,Fruity,-1.2239303104462311,221.82,229.93,140,2025-06-14
Colombia,Medium,Caramel,0.47739066598723034,278.26,288.6,130,2025-04-22
Guatemala,Dark,Caramel,1.4981832518473082,248.71,267.49,135,2024-10-18
Colombia,Medium,Floral,-1.7343266033762692,278.18,303.17,130,2024-09-30
Kenya,Dark,Nutty,-0.3732698222295004,390.52,372.73,150,2025-03-16
Guatemala,Light,Chocolatey,0.817654861273923,439.55,421.6,135,2025-01-22
Brazil,Medium,Chocolatey,-0.2031377245861541,375.19,373.73,120,2025-04-05
Guatemala,Dark,Nutty,1.6683153494906537,370.56,368.28,135,2025-05-10
Colombia,Light,Nutty,-0.5434019198728459,316.21,347.0,130,2024-12-01
Kenya,Light,Fruity,-1.0537982128028849,280.15,274.99,150,2025-02-19
Colombia,Medium,Chocolatey,-1.564194505732923,499.41,521.34,130,2025-05-22
Kenya,Medium,Fruity,-1.7343266033762692,436.45,474.2,150,2025-05-24
Colombia,Dark,Caramel,1.4981832518473082,456.37,432.16,130,2025-01-14
Kenya,Dark,Fruity,-1.7343266033762692,461.01,491.83,150,2024-12-14
Guatemala,Dark,Fruity,0.13712647070053777,327.39,298.71,135,2024-11-19
Brazil,Light,Nutty,1.4981832518473082,349.0,357.14,120,2025-05-03
Colombia,Medium,Nutty,-0.5434019198728459,315.21,315.54,130,2025-06-10
Kenya,Light,Caramel,1.4981832518473082,275.11,261.84,150,2025-04-10
Colombia,Light,Caramel,-0.033005626942807786,450.59,421.7,130,2025-06-03
Kenya,Medium,Chocolatey,1.6683153494906537,268.98,266.07,150,2025-01-21
Colombia,Medium,Fruity,0.47739066598723034,240.94,261.59,130,2024-07-03
Guatemala,Medium,Caramel,-0.3732698222295004,424.11,426.48,135,2024-09-23
Colombia,Dark,Caramel,-0.5434019198728459,450.06,489.09,130,2024-09-12
Kenya,Medium,Caramel,-1.0537982128028849,451.27,412.48,150,2024-11-29
Colombia,Light,Floral,1.1579190565606154,432.7,448.61,130,2024-08-17
Colombia,Dark,Nutty,1.4981832518473082,200.51,188.69,130,2025-03-18
Ethiopia,Light,Nutty,0.6475227636305774,321.39,318.75,140,2024-07-13
Ethiopia,Dark,Fruity,1.1579190565606154,296.85,323.71,140,2024-10-28
Kenya,Medium,Chocolatey,-0.7135340175161922,275.94,277.46,150,2024-11-22
Ethiopia,Light,Caramel,-0.3732698222295004,255.14,268.75,140,2024-07-31
Colombia,Light,Chocolatey,-1.2239303104462311,453.81,491.05,130,2024-10-06
Ethiopia,Dark,Chocolatey,0.47739066598723034,339.76,322.24,140,2025-03-28
Kenya,Light,Chocolatey,-1.2239303104462311,294.18,314.79,150,2024-12-26
Brazil,Dark,Chocolatey,-0.5434019198728459,457.91,500.67,120,2024-09-21
Ethiopia,Light,Fruity,-1.564194505732923,421.75,411.48,140,2024-08-03
Colombia,Medium,Chocolatey,-0.7135340175161922,252.75,256.37,130,2025-06-23
Guatemala,Dark,Chocolatey,-1.564194505732923,492.88,450.41,135,2025-05-08
Ethiopia,Dark,Caramel,-0.2031377245861541,253.36,269.95,140,2025-04-30
Brazil,Light,Nutty,1.1579190565606154,395.43,394.49,120,2024-11-22
Guatemala,Light,Floral,0.3072585683438848,210.26,220.18,135,2025-05-27
Brazil,Medium,Floral,-0.5434019198728459,453.82,487.94,120,2025-05-01
Colombia,Light,Floral,-1.0537982128028849,291.56,311.07,130,2025-01-10
Ethiopia,Light,Fruity,0.6475227636305774,348.43,362.93,140,2025-04-27
Guatemala,Medium,Nutty,1.4981832518473082,440.39,415.61,135,2025-04-20
Ethiopia,Medium,Fruity,-0.2031377245861541,257.05,243.5,140,2024-12-18
Guatemala,Light,Fruity,-0.3732698222295004,357.79,390.97,135,2025-04-14
Colombia,Medium,Floral,-1.7343266033762692,391.79,374.71,130,2024-08-10
Ethiopia,Light,Caramel,-0.2031377245861541,201.34,192.7,140,2025-05-30
Guatemala,Medium,Chocolatey,0.3072585683438848,307.11,319.66,135,2025-04-24
Colombia,Light,Nutty,-1.564194505732923,205.8,188.1,130,2024-11-12
Kenya,Light,Caramel,-0.8836661151595385,286.65,312.45,150,2024-08-29
Brazil,Light,Caramel,-0.033005626942807786,455.14,433.52,120,2024-09-02
Colombia,Medium,Chocolatey,-0.8836661151595385,365.07,395.84,130,2024-07-20
Brazil,Medium,Nutty,-0.033005626942807786,493.92,508.6,120,2024-10-16
Brazil,Medium,Fruity,1.328051154203961,356.63,359.6,120,2024-07-02
Guatemala,Dark,Nutty,0.6475227636305774,288.48,298.39,135,2025-02-02
Brazil,Dark,Fruity,0.6475227636305774,337.6,342.48,120,2024-09-17
Brazil,Medium,Chocolatey,-0.2031377245861541,288.15,302.84,120,2024-09-01
Guatemala,Light,Chocolatey,0.3072585683438848,410.2,444.74,135,2024-11-06
Colombia,Dark,Nutty,1.4981832518473082,218.22,205.07,130,2024-10-05
Guatemala,Medium,Nutty,-0.2031377245861541,455.15,428.64,135,2024-10-11
Brazil,Light,Chocolatey,0.817654861273923,403.12,376.04,120,2024-07-10
Kenya,Dark,Fruity,-0.033005626942807786,389.74,352.9,150,2024-12-21
Colombia,Medium,Fruity,0.6475227636305774,317.07,340.87,130,2024-07-27
Brazil,Dark,Caramel,-1.564194505732923,345.11,351.09,120,2024-08-02
Colombia,Dark,Chocolatey,1.328051154203961,355.85,346.26,130,2024-09-22
Kenya,Medium,Nutty,-1.3940624080895767,331.19,315.1,150,2024-09-25
Ethiopia,Light,Fruity,0.13712647070053777,393.21,404.81,140,2024-09-08
Brazil,Dark,Floral,-0.3732698222295004,432.42,416.03,120,2024-08-06
Ethiopia,Dark,Nutty,1.1579190565606154,221.67,226.5,140,2024-07-10
Guatemala,Medium,Nutty,0.47739066598723034,348.95,382.75,135,2025-02-06
Guatemala,Dark,Chocolatey,-0.2031377245861541,457.89,435.18,135,2025-02-11
Colombia,Light,Caramel,-1.3940624080895767,274.38,259.35,130,2024-09-08
Ethiopia,Medium,Fruity,-1.564194505732923,336.27,306.69,140,2025-04-12
Guatemala,Light,Floral,0.6475227636305774,455.52,450.87,135,2024-09-11
Colombia,Medium,Fruity,-0.8836661151595385,410.81,410.9,130,2024-10-31
Ethiopia,Light,Caramel,0.13712647070053777,496.92,536.11,140,2024-08-03
Guatemala,Light,Chocolatey,-1.0537982128028849,282.0,283.19,135,2024-09-02
Colombia,Dark,Caramel,1.4981832518473082,251.05,256.57,130,2024-09-16
Guatemala,Light,Chocolatey,-1.2239303104462311,229.36,215.52,135,2025-04-26
Brazil,Light,Fruity,0.6475227636305774,275.79,253.6,120,2025-03-07
Guatemala,Medium,Fruity,0.9877869589172685,324.55,320.0,135,2024-11-11
Kenya,Medium,Nutty,-1.564194505732923,235.69,213.03,150,2024-10-03
Kenya,Dark,Fruity,0.47739066598723034,380.77,373.36,150,2025-05-20
Brazil,Dark,Fruity,-0.5434019198728459,338.97,329.15,120,2025-06-07
Brazil,Light,Chocolatey,0.3072585683438848,428.13,425.48,120,2024-12-01
Kenya,Dark,Caramel,-0.5434019198728459,388.63,426.29,150,2024-10-10
Colombia,Medium,Floral,-0.8836661151595385,473.06,517.06,130,2025-05-30
Brazil,Dark,Chocolatey,-0.8836661151595385,368.32,397.09,120,2024-11-17
Ethiopia,Light,Fruity,1.1579190565606154,452.45,413.38,140,2024-10-02
Colombia,Light,Fruity,0.47739066598723034,491.88,508.85,130,2025-05-26
Colombia,Medium,Caramel,1.328051154203961,288.53,310.85,130,2025-05-17
Kenya,Medium,Chocolatey,-1.3940624080895767,207.73,225.52,150,2024-08-07
Colombia,Medium,Caramel,-0.8836661151595385,270.51,256.15,130,2024-10-31
Brazil,Dark,Chocolatey,-0.033005626942807786,405.69,406.33,120,2024-12-17
Kenya,Light,Floral,-1.3940624080895767,411.7,371.86,150,2024-08-02
Ethiopia,Medium,Nutty,-0.7135340175161922,230.76,236.76,140,2024-07-02
Colombia,Medium,Floral,-0.3732698222295004,287.09,268.99,130,2024-09-07
Ethiopia,Dark,Floral,1.328051154203961,310.12,295.77,140,2024-08-23
Guatemala,Dark,Fruity,-1.564194505732923,417.94,404.76,135,2024-08-21
Kenya,Medium,Caramel,1.4981832518473082,252.69,245.05,150,2025-01-30
Ethiopia,Dark,Floral,0.13712647070053777,476.69,450.6,140,2025-02-03
Guatemala,Dark,Fruity,1.4981832518473082,479.97,521.14,135,2025-06-09
Brazil,Medium,Caramel,-0.5434019198728459,307.23,292.79,120,2024-11-18
Brazil,Light,Fruity,1.1579190565606154,398.89,419.53,120,2024-11-13
Brazil,Light,Floral,0.6475227636305774,278.38,278.11,120,2025-01-21
Brazil,Dark,Fruity,0.6475227636305774,275.99,272.03,120,2024-09-07
Kenya,Medium,Caramel,1.1579190565606154,313.32,329.83,150,2025-05-23
Ethiopia,Medium,Nutty,0.6475227636305774,288.83,282.59,140,2025-01-26
Brazil,Medium,Fruity,0.13712647070053777,256.8,245.18,120,2025-05-16
Guatemala,Dark,Nutty,1.328051154203961,398.2,406.52,135,2024-10-29
Ethiopia,Dark,Chocolatey,0.13712647070053777,323.94,355.17,140,2025-01-27
Guatemala,Medium,Caramel,1.1579190565606154,279.95,280.04,135,2025-06-27
Colombia,Light,Fruity,-1.564194505732923,280.78,267.05,130,2025-03-01
Brazil,Medium,Fruity,-0.2031377245861541,482.88,484.64,120,2024-07-04
Ethiopia,Light,Nutty,-1.0537982128028849,264.96,287.69,140,2025-05-24
Kenya,Dark,Caramel,-0.3732698222295004,322.28,313.7,150,2024-07-04
Ethiopia,Light,Floral,-0.5434019198728459,294.84,321.26,140,2025-05-26
Colombia,Light,Fruity,-1.564194505732923,276.31,297.67,130,2024-11-08
Guatemala,Medium,Caramel,0.47739066598723034,453.05,480.5,135,2025-04-05
Colombia,Dark,Caramel,-1.2239303104462311,426.82,409.84,130,2024-10-01
Ethiopia,Medium,Floral,0.3072585683438848,326.4,307.35,140,2025-06-16
Colombia,Dark,Nutty,-0.2031377245861541,239.99,217.31,130,2025-02-27
Brazil,Medium,Chocolatey,-0.3732698222295004,231.84,210.2,120,2024-09-18
Brazil,Light,Nutty,-1.2239303104462311,494.82,533.48,120,2025-05-30
Ethiopia,Medium,Chocolatey,0.13712647070053777,366.31,388.16,140,2024-10-01
Guatemala,Medium,Fruity,-1.0537982128028849,307.16,295.33,135,2025-04-14
Kenya,Light,Nutty,-1.3940624080895767,305.09,281.28,150,2024-11-15
Guatemala,Dark,Chocolatey,-0.5434019198728459,289.77,309.95,135,2025-03-27
Guatemala,Light,Floral,0.13712647070053777,299.38,314.36,135,2024-07-30
Brazil,Dark,Chocolatey,-1.7343266033762692,278.26,273.73,120,2025-05-28
Ethiopia,Dark,Chocolatey,1.1579190565606154,229.25,209.85,140,2025-06-01
Guatemala,Light,Nutty,0.47739066598723034,353.88,358.12,135,2025-04-09
Brazil,Medium,Chocolatey,0.3072585683438848,371.79,343.41,120,2025-04-21
Guatemala,Light,Caramel,-0.033005626942807786,367.72,385.38,135,2024-07-27
Brazil,Light,Fruity,-0.2031377245861541,362.15,345.38,120,2024-10-30
Colombia,Dark,Fruity,-0.8836661151595385,208.12,218.16,130,2025-04-06
Ethiopia,Medium,Floral,-0.5434019198728459,239.02,251.43,140,2025-06-06
Guatemala,Medium,Floral,-1.0537982128028849,423.18,411.92,135,2024-09-06
Guatemala,Dark,Nutty,1.6683153494906537,249.99,227.93,135,2024-09-22
Kenya,Light,Caramel,0.817654861273923,385.84,380.84,150,2025-06-11
Guatemala,Dark,Floral,-1.7343266033762692,382.88,377.3,135,2024-12-14
Guatemala,Medium,Nutty,0.47739066598723034,302.98,297.4,135,2025-05-18
Guatemala,Dark,Floral,0.3072585683438848,404.02,437.7,135,2025-02-26
Kenya,Medium,Caramel,0.6475227636305774,268.68,291.59,150,2024-10-23
Guatemala,Dark,Floral,-0.5434019198728459,360.85,355.79,135,2025-01-05
Ethiopia,Light,Chocolatey,-1.3940624080895767,486.66,451.14,140,2025-02-11
Ethiopia,Dark,Floral,0.47739066598723034,349.52,355.17,140,2025-04-16
Ethiopia,Light,Floral,-0.033005626942807786,211.28,195.43,140,2025-06-09
Brazil,Dark,Fruity,0.3072585683438848,308.22,303.51,120,2025-03-20
Brazil,Dark,Caramel,-1.564194505732923,374.33,375.17,120,2025-02-01
Brazil,Medium,Caramel,1.1579190565606154,451.96,434.1,120,2025-05-06
Kenya,Medium,Chocolatey,0.13712647070053777,330.88,343.43,150,2024-09-16
Ethiopia,Light,Chocolatey,0.47739066598723034,285.1,281.28,140,2025-02-02
Ethiopia,Medium,Caramel,-0.033005626942807786,351.35,336.17,140,2025-04-21
Brazil,Light,Chocolatey,0.817654861273923,439.37,478.3,120,2025-02-11
Ethiopia,Light,Caramel,0.47739066598723034,205.75,205.27,140,2024-11-27
Colombia,Dark,Chocolatey,-0.8836661151595385,261.29,268.84,130,2025-03-22
Kenya,Dark,Caramel,-0.8836661151595385,240.16,252.95,150,2025-06-02
Colombia,Dark,Nutty,0.13712647070053777,248.72,243.69,130,2024-10-30
Ethiopia,Dark,Fruity,-1.564194505732923,341.55,325.34,140,2024-11-02
Guatemala,Dark,Nutty,0.3072585683438848,466.24,506.88,135,2025-03-26
Colombia,Dark,Chocolatey,-0.033005626942807786,251.06,233.74,130,2025-02-09
Guatemala,Medium,Fruity,-1.7343266033762692,313.28,335.76,135,2025-02-16
Ethiopia,Medium,Chocolatey,0.47739066598723034,439.16,409.7,140,2025-03-30
Ethiopia,Light,Floral,0.9877869589172685,422.63,382.49,140,2025-05-28
Kenya,Medium,Floral,0.6475227636305774,248.8,237.71,150,2024-09-19
Guatemala,Dark,Floral,0.817654861273923,476.17,514.74,135,2024-07-19
Guatemala,Medium,Fruity,0.13712647070053777,498.99,495.74,135,2025-02-07
Guatemala,Medium,Chocolatey,-1.2239303104462311,382.53,367.26,135,2024-12-16
Kenya,Light,Floral,0.47739066598723034,368.01,361.53,150,2024-08-16
Brazil,Medium,Fruity,-1.7343266033762692,425.12,402.47,120,2024-10-27
Guatemala,Light,Floral,-1.7343266033762692,391.53,357.11,135,2025-05-17
Colombia,Dark,Caramel,0.13712647070053777,348.91,378.49,130,2025-02-20
Ethiopia,Medium,Floral,-0.7135340175161922,381.63,345.13,140,2024-07-04
Ethiopia,Medium,Fruity,0.6475227636305774,269.23,293.11,140,2024-07-24
Colombia,Medium,Chocolatey,-0.3732698222295004,451.63,451.63,130,2024-12-07
Guatemala,Dark,Caramel,-1.0537982128028849,360.69,368.24,135,2024-09-16
Guatemala,Medium,Caramel,-1.2239303104462311,356.01,333.67,135,2024-08-26
Ethiopia,Dark,Chocolatey,0.6475227636305774,297.84,286.38,140,2024-08-03
Colombia,Dark,Chocolatey,0.817654861273923,299.14,312.27,130,2025-06-10
Colombia,Light,Fruity,0.817654861273923,476.83,451.9,130,2024-11-28
Kenya,Light,Nutty,-0.8836661151595385,372.96,366.64,150,2025-01-14
Brazil,Dark,Floral,0.13712647070053777,216.27,201.4,120,2025-05-20
Brazil,Light,Floral,0.9877869589172685,375.38,338.25,120,2025-02-27
Kenya,Dark,Caramel,-0.7135340175161922,407.31,443.56,150,2024-12-05
Colombia,Medium,Chocolatey,0.6475227636305774,423.28,399.44,130,2024-09-12
Ethiopia,Dark,Nutty,-0.8836661151595385,343.71,352.0,140,2024-10-20
Ethiopia,Dark,Nutty,-1.3940624080895767,405.29,426.36,140,2024-07-29
Kenya,Light,Caramel,-0.3732698222295004,276.04,251.43,150,2024-10-16
Ethiopia,Light,Chocolatey,1.1579190565606154,336.92,357.48,140,2024-07-30
Ethiopia,Light,Floral,-1.7343266033762692,496.98,501.99,140,2024-12-26
Brazil,Light,Nutty,-1.7343266033762692,375.98,374.5,120,2025-02-03
Kenya,Dark,Chocolatey,-0.2031377245861541,373.34,380.05,150,2025-03-24
Colombia,Light,Caramel,-0.7135340175161922,236.78,218.19,130,2024-10-27
Colombia,Dark,Floral,0.9877869589172685,311.75,327.46,130,2025-03-06
Guatemala,Medium,Nutty,-1.3940624080895767,445.11,488.42,135,2024-11-03
Colombia,Medium,Chocolatey,0.9877869589172685,362.1,328.29,130,2025-04-17
Kenya,Medium,Nutty,0.3072585683438848,459.51,446.06,150,2024-09-15
Guatemala,Dark,Caramel,0.13712647070053777,286.08,264.48,135,2024-11-16
Ethiopia,Medium,Caramel,-1.564194505732923,246.92,256.19,140,2025-02-15
Brazil,Light,Nutty,-1.0537982128028849,471.75,490.14,120,2024-12-05
Brazil,Dark,Floral,0.6475227636305774,424.93,394.93,120,2024-08-21
Guatemala,Medium,Nutty,1.328051154203961,371.7,389.52,135,2025-05-14
Colombia,Medium,Nutty,-0.033005626942807786,403.33,364.62,130,2024-08-06
Colombia,Dark,Chocolatey,-0.3732698222295004,317.05,312.61,130,2024-12-21
Colombia,Medium,Nutty,1.4981832518473082,219.63,235.58,130,2025-02-26
Guatemala,Medium,Fruity,-0.3732698222295004,230.37,239.03,135,2025-04-12
Guatemala,Light,Nutty,0.6475227636305774,246.74,254.97,135,2024-08-29
Ethiopia,Dark,Nutty,0.47739066598723034,251.67,269.19,140,2025-05-12
Colombia,Medium,Chocolatey,0.3072585683438848,251.67,259.88,130,2024-10-05
Guatemala,Medium,Fruity,-0.033005626942807786,299.64,318.85,135,2025-04-23
Ethiopia,Light,Fruity,1.1579190565606154,325.43,310.48,140,2025-04-21
Kenya,Dark,Floral,0.9877869589172685,299.79,295.88,150,2024-12-02
Kenya,Dark,Chocolatey,-0.5434019198728459,354.29,346.07,150,2024-08-05
Colombia,Dark,Fruity,-0.5434019198728459,450.11,490.29,130,2024-10-21
Brazil,Medium,Chocolatey,0.3072585683438848,351.23,320.8,120,2024-09-19
Ethiopia,Dark,Caramel,1.4981832518473082,266.72,291.66,140,2024-07-08
Brazil,Dark,Chocolatey,-0.3732698222295004,355.92,382.06,120,2024-08-23
Colombia,Dark,Chocolatey,-0.3732698222295004,221.3,205.85,130,2025-04-11
Brazil,Medium,Nutty,1.1579190565606154,478.35,512.87,120,2024-11-24
Kenya,Light,Caramel,-0.3732698222295004,369.6,382.88,150,2024-09-26
Brazil,Medium,Fruity,1.328051154203961,421.02,457.93,120,2024-09-14
Kenya,Medium,Chocolatey,0.9877869589172685,390.8,395.87,150,2024-07-14
Ethiopia,Dark,Floral,-1.7343266033762692,411.72,447.91,140,2025-05-02
Colombia,Medium,Caramel,1.4981832518473082,319.86,316.04,130,2024-10-10
Ethiopia,Medium,Caramel,-0.2031377245861541,383.34,413.1,140,2024-12-14
Brazil,Dark,Caramel,-0.2031377245861541,281.47,275.45,120,2024-12-03
Guatemala,Dark,Floral,-1.0537982128028849,439.15,448.78,135,2024-12-14
Kenya,Dark,Chocolatey,-1.0537982128028849,211.99,227.42,150,2025-05-29
Colombia,Medium,Chocolatey,1.6683153494906537,216.11,234.52,130,2025-05-13
Brazil,Light,Caramel,-1.3940624080895767,203.93,214.31,120,2024-12-04
Kenya,Medium,Floral,-1.564194505732923,265.22,285.88,150,2024-12-08
Kenya,Light,Fruity,-0.3732698222295004,467.27,431.36,150,2025-06-02
Brazil,Light,Chocolatey,0.13712647070053777,420.58,439.69,120,2025-02-01
Brazil,Light,Fruity,0.47739066598723034,424.33,453.56,120,2025-04-11
Colombia,Light,Fruity,1.1579190565606154,295.21,274.48,130,2024-08-11
Guatemala,Dark,Chocolatey,-1.2239303104462311,457.06,425.4,135,2025-02-05
Kenya,Dark,Caramel,-1.0537982128028849,284.53,301.41,150,2024-09-27
Ethiopia,Light,Floral,-1.0537982128028849,294.74,298.02,140,2025-06-26
Colombia,Medium,Chocolatey,1.328051154203961,306.81,283.37,130,2025-03-28
Colombia,Dark,Fruity,-0.3732698222295004,226.22,207.49,130,2024-09-18
Kenya,Medium,Floral,0.817654861273923,315.43,306.96,150,2024-10-22
Ethiopia,Light,Floral,-1.3940624080895767,236.72,216.87,140,2025-04-19
Brazil,Dark,Floral,-0.8836661151595385,425.93,402.73,120,2025-02-08
Ethiopia,Medium,Floral,0.47739066598723034,488.8,481.98,140,2024-07-28
Kenya,Medium,Floral,-0.8836661151595385,490.81,458.68,150,2025-04-23
Kenya,Dark,Nutty,0.9877869589172685,482.67,517.42,150,2024-09-26
Kenya,Medium,Nutty,-1.3940624080895767,383.59,400.48,150,2025-04-15
Ethiopia,Dark,Nutty,0.9877869589172685,413.62,390.18,140,2025-01-08
Kenya,Light,Chocolatey,-0.8836661151595385,477.77,475.8,150,2024-08-27
Guatemala,Light,Caramel,1.328051154203961,365.21,359.61,135,2024-07-02
Kenya,Medium,Nutty,-0.3732698222295004,479.86,510.52,150,2024-09-27
Brazil,Medium,Chocolatey,0.13712647070053777,318.91,337.49,120,2025-05-01
Kenya,Medium,Fruity,-0.5434019198728459,233.91,242.97,150,2024-09-30
Guatemala,Light,Caramel,0.817654861273923,312.39,315.95,135,2025-02-22
Guatemala,Medium,Chocolatey,-1.0537982128028849,345.63,315.52,135,2024-07-27
Ethiopia,Dark,Nutty,-0.5434019198728459,455.35,459.65,140,2025-05-09
Kenya,Dark,Caramel,0.47739066598723034,246.9,222.76,150,2025-03-17
Colombia,Medium,Caramel,-1.0537982128028849,248.56,271.36,130,2025-01-27
Guatemala,Dark,Nutty,-1.2239303104462311,278.67,257.73,135,2024-10-21
Kenya,Dark,Nutty,0.3072585683438848,272.16,264.56,150,2025-01-28
Brazil,Dark,Caramel,-0.2031377245861541,304.51,308.76,120,2025-01-21
Guatemala,Medium,Fruity,-0.5434019198728459,485.94,501.8,135,2025-01-22
Colombia,Medium,Chocolatey,0.13712647070053777,477.93,523.12,130,2024-09-09
Kenya,Medium,Fruity,-1.2239303104462311,462.42,499.83,150,2025-04-18
Guatemala,Dark,Fruity,-1.564194505732923,200.66,189.03,135,2025-05-10
Brazil,Dark,Floral,-0.2031377245861541,444.46,420.07,120,2024-09-11
Colombia,Light,Caramel,-0.033005626942807786,404.39,374.3,130,2025-04-30
